utt,intent,partition
hows the fuel efficiency for city driving for this car,mpg,train
whats this car do for fuel economy,mpg,train
what is the amount of miles per gallon this car gets on the highway,mpg,train
how many mpg does this get on the highway,mpg,train
what is the highway mpg on this car,mpg,train
how many miles per gallon does this car get on the highway,mpg,train
does this car get good mpg on the highway,mpg,train
what is the cars mpg on the highway,mpg,train
what is the mpg like for this car while driving in the city,mpg,train
what is the mpg on this car,mpg,train
how does this cars mpg do on the highway,mpg,train
whats the cars mpg,mpg,train
please tell me what the mpg is for this car,mpg,train
how does this car do with mpg in the city,mpg,train
tell me what this cars highway mpg is,mpg,train
what is the mpg for this car in city,mpg,train
does this car get good mpg in the city,mpg,train
what mpg does this car get in city,mpg,train
what mpg does this car get on the highway,mpg,train
how much mpg does this car get on the highway,mpg,train
please look up the this cars mpg,mpg,train
my mpg is how much,mpg,train
how many miles per gallon am i getting,mpg,train
how much is my mpg,mpg,train
whats the mileage on my car,mpg,train
how expensive is it to fuel this car,mpg,train
how many miles will a gallon of gas take this car,mpg,train
how many mpg does this car have,mpg,train
how far can i go on one tank of gas,mpg,train
when should i change my car oil,oil_change_when,train
do i need to change my oil,oil_change_when,train
how often do you have to change your oil,oil_change_when,train
how do i know when i have to change my oil,oil_change_when,train
when do i need to change my oil,oil_change_when,train
when am i due for an oil change,oil_change_when,train
how long before i neet to get my oil changed,oil_change_when,train
at how many miles am i required to get my oil changed,oil_change_when,train
when should my oil get changed,oil_change_when,train
when do i need you change my oil,oil_change_when,train
when is my oil due to be changed,oil_change_when,train
when should my oil be changed,oil_change_when,train
how long until i need to change my oil,oil_change_when,train
how many miles can i drive before changing my oil,oil_change_when,train
at which mileage should i get my oil changed,oil_change_when,train
when should i change my oil again,oil_change_when,train
at what point should the oil be changed again,oil_change_when,train
how much longer until i need an oil change,oil_change_when,train
when do i need to change the oil again,oil_change_when,train
when do i need to change my oil again,oil_change_when,train
when should i change my oil next,oil_change_when,train
at what point will i need another oil change,oil_change_when,train
when will i need another oil change,oil_change_when,train
when will i need to change my oil again,oil_change_when,train
when do i need to get an oil change,oil_change_when,train
when must i change oil,oil_change_when,train
when do i need my oil changed,oil_change_when,train
when should oil be changed in my car,oil_change_when,train
when is an oil change needed by me,oil_change_when,train
i really must know when should i get my oil changed next,oil_change_when,train
when must i change the oil in my car,oil_change_when,train
i gotta know when should i get my oil changed next,oil_change_when,train
when do i have to change oil,oil_change_when,train
when should i change the oil in my car,oil_change_when,train
when do i need an oil change,oil_change_when,train
when does my oil need some changing,oil_change_when,train
