id,utt,intent,partition
5236,my electric bill should be paid today,pay_bill,test
5237,i need to pay my visa,pay_bill,test
5238,pay $175 on my visa,pay_bill,test
5239,i'd like to pay $4735 to my water bill,pay_bill,test
5240,what's the total i've spent on shoes this month,spending_history,test
5241,how many dollars have i spent on coffee this month,spending_history,test
5242,what have i spent on food this month,spending_history,test
5243,how much have i spent on tires this month,spending_history,test
5244,how much have i been spending on booze this month,spending_history,test
5245,what have i spent on fast food recently,spending_history,test
5246,how much total have i spent on fast food lately,spending_history,test
5247,how much fast food have i bought recently,spending_history,test
5248,check how much i spent this week,spending_history,test
5249,how much money have i spent on fast food lately,spending_history,test
5250,how much money have a spent in the last week,spending_history,test
5251,how much money did i spend this weekend,spending_history,test
5252,tell me how much money i've spent on fast food in the past week,spending_history,test
5253,what is the total amount i spent last week,spending_history,test
5254,what've i spent on gas this month,spending_history,test
5255,have i gone over my entertainment budget,spending_history,test
5256,would you say i've spent too much money on chips as of late,spending_history,test
5257,"looking at this week only, have i overspent on hoagies",spending_history,test
5258,do i overspend when it comes to fast food,spending_history,test
5259,"looking at the past month, what did i spend total",spending_history,test
5260,have i gone over my chocolate budget lately,spending_history,test
5261,how much have i spent this week,spending_history,test
5262,about how much did i spend recently,spending_history,test
5263,tell me how much i have been buying as of late,spending_history,test
5264,what did i spend on beer last month,spending_history,test
5265,did i stick to my dinner budget,spending_history,test
5266,how much have i spent on video games recently,spending_history,test
5267,do i spend too much on beer,spending_history,test
5268,what are my finances like lately,spending_history,test
5269,how much money have i spent recently,spending_history,test
5270,did my vacation get approval,pto_request_status,test
5271,do you know if vacation got approved,pto_request_status,test
5272,does my vacation have approval,pto_request_status,test
5273,can you let me know if my vacation was approved,pto_request_status,test
5274,any news on my vacation,pto_request_status,test
5275,tell me if my vacation was approved yet,pto_request_status,test
5276,was there any progress on my vacation request,pto_request_status,test
5277,is my vacation approved,pto_request_status,test
5278,is my request going to be approved for vacation,pto_request_status,test
5279,is vacation a go,pto_request_status,test
5280,will i get my time off approved,pto_request_status,test
5281,how is my vacation looking,pto_request_status,test
5282,did the manager approve my vacation yet,pto_request_status,test
5283,any new info on my vacation,pto_request_status,test
5284,any update on my vacation,pto_request_status,test
5285,is there a status update on my vacation approval,pto_request_status,test
5286,can you notify me when my vacation days have approved,pto_request_status,test
5287,when will my vacation time be confirmed,pto_request_status,test
5288,when will i hear back about my days off,pto_request_status,test
5289,am i okay to take those vacation days,pto_request_status,test
5290,has my vacation time been approved,pto_request_status,test
5291,what is the day off request status as of now,pto_request_status,test
5292,what is the day off request status please,pto_request_status,test
5293,what is the day off request status if you would tell me,pto_request_status,test
5294,what is the day off request status,pto_request_status,test
5295,what is the day off request status if you could tell me,pto_request_status,test
5296,i need to know status of my day off request,pto_request_status,test
5297,i want to know the status of my vacation request,pto_request_status,test
5298,tell me status of my day off request,pto_request_status,test
5299,please let me know the status of my vacation request,pto_request_status,test
5300,i would like to know my credit score,credit_score,test
5301,tell me what my credit score is,credit_score,test
5302,can you find what my credit score is,credit_score,test
5303,how is my credit score numberwise,credit_score,test
5304,what credit score number do i have,credit_score,test
5305,what is my credit score number,credit_score,test
5306,how much is my credit score,credit_score,test
5307,what number is my credit score currently,credit_score,test
5308,is my credit score over 700 yet,credit_score,test
5309,please give me my current credit score,credit_score,test
5310,i'm trying to raise my credit score can you tell me what it is now,credit_score,test
5311,i need to know what my credit score is,credit_score,test
5312,could you tell me what my credit score is,credit_score,test
5313,give me my credit score please,credit_score,test
5314,could you share my credit score,credit_score,test
5315,how's my credit score,credit_score,test
5316,i was wondering what my credit score is,credit_score,test
5317,where do i go for my credit score,credit_score,test
5318,i need to find my credit score,credit_score,test
5319,how can i locate my credit score,credit_score,test
5320,what is my credit rating,credit_score,test
5321,i want to know my credit rating,credit_score,test
5322,my credit rating is what,credit_score,test
5323,tell me my credit raing,credit_score,test
5324,give me my credit rating,credit_score,test
5325,please tell me what my credit score is,credit_score,test
5326,i'd like you to check on my credit score,credit_score,test
5327,let me know what my credit score is today,credit_score,test
5328,can you check my credit score,credit_score,test
5329,can you check my credit score for me,credit_score,test
5330,i would like to get a new credt card,new_card,test
5331,i would love to get a new credit card,new_card,test
5332,do you have any information on how to open a new credit card,new_card,test
5333,tell me how to apply for a new credit card,new_card,test
5334,tell me how to apply for a credit card,new_card,test
5335,i want to know how to go about getting a new credit card,new_card,test
5336,please tell me how to get a new credit card,new_card,test
